"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Bahrain","BHR","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-5.31669735282965","-7.55621771215942","6.37637679964394","5.00364604500776","-4.75826853805687","1.1829939159842","10.3990093325468","6.99999164945331","0.364007138161824","4.43799717642636","11.2299987800123","6.68999836660538","12.8700066696584","-0.250001484542878","3.92999154532021","4.11000611512114","3.09299978673204","4.79000278855499","4.29999896037758","5.29999479407712","2.49103356534492","3.61414828908676","6.02395119599457","6.98094698388441","6.768939708829","6.46856767156123","8.29244382201286","6.24512834138467","2.53977246949492","4.33440708785906","2.10018410872756","3.5887045713562","5.33753850667451","4.50679537919783",
"Bahamas, The","BHS","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","10.6670974291829","10.4519718906978","10.5240552039871","10.501567201834","10.4255964880827","9.07192871148771","9.59811386676546","8.42176356379973","8.98166257813477","-5.64964951931607","1.6265087407437","-3.497335933369","7.56756882392713","-16.7542290749632","-14.8031263125012","5.18518497170821","9.15492921913146","14.1795201387169","26.139295769424","6.49528192139537","-9.22640507988645","6.69889775608137","3.597051867966","14.1711486244798","4.82918011397484","1.797000227441","2.98451934490475","2.30970766083298","6.72732979931735","-1.59624908649569","-4.1817846383037","-3.82558272775213","0.307806938390144","3.1489161911812","4.37875139876522","4.22353068025443","2.06223948963316","4.7164738248118","7.14412993221745","4.14924639976302","2.62562712099302","2.7046295125315","-1.26474462878853","0.882884232581944","3.39529266953873","2.51686384101369","1.44652221530914","-2.32393724789044","-4.17525917522813","1.53877885334302","0.612902595753823","2.21731297852183","0.0220301965625254","1.02278610479254",
"Bosnia and Herzegovina","BIH","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8000005498984","88.9576648014073","34.3895745908777","15.5999963635658","9.59999979508615","5.50000043583101","4.39999950666288","5.30000026724034","4.00000006535353","6.09999977115795","4.99999992596616","6.20000042681093","6.83799984103075","5.42000010207988","-2.91000025728754","0.700000125881601","0.957763335879449","-1.20902312587681","2.480000041913","1.24602299815744",
"Belarus","BLR","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.19999999999921","-9.60000000000034","-7.60000000000005","-11.7","-10.4000000000001","2.80000000000014","11.3999999999999","8.39999999999999","3.39999999999993","5.80000000000005","4.72530600626246","5.04526731762394","7.04319267515923","11.4497429270061","9.40000000000001","10","8.60000000013865","10.2000000000983","0.200000000044014","7.74078121556398","5.54371146099548","1.73139122338632","1.07360080128041","1.58780161918546",
"Belize","BLZ","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","4.89227721902688","4.89265218028399","4.9564341949162","4.99987991041317","4.93054096131824","4.77084511295951","4.9131231620707","7.36722545714619","5.1063747909928","4.80769336382932","3.95944108172952","10.2183038390507","5.35189411088601","13.5599851718048","3.59282444245959","-0.0340209434206855","6.49659428706421","7.92080717857664","7.51702151348019","15.166518076639","1.2906397365083","-0.283156224836318","-2.10601731460922","1.95794512731165","1.06684925454337","4.57425872964259","11.2157797126512","9.23759645812999","13.0908415724206","10.6285760722651","10.4970424941277","12.0357579021201","6.27656374194116","0.157938678697136","0.643973577629382","1.42872266471412","3.54517885789036","3.74095660234622","8.78037145485943","13.0387621268348","5.01566299905735","5.11855944291551","9.32924870284965","4.6480872959832","2.57800880890767","4.58160036994624","1.10558612731653","3.22910131621923","0.713250728261499","3.32387112431658","2.10395080383481","3.82474878288323","1.52567527319015","",
"Bermuda","BMU","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","4.67999999999731","4.47000000000368","1.0699999999985","11.1099999999972","4.76000000000469","14.3636363636331","13.2750397456253","2.10526315789625","3.43642611683744","6.31229235880765","3.43749999999838","1.81268882175351","1.48367952521981","0.877192982458979","3.76811594202641","8.9385474860342","5.89743589743676","1.45278450363297","2.14797136038152","7.94392523364439","2.38095238095129","-5.28541226215641","2.0089285714283","0.481400437638541","-2.00348432055975","6.66666666666802","3.74999999999943","4.05622489959951","0.443844075644776","0.0192122958719381","-3.53438340376593","-0.0597371565103231","3.00856744371407","0.599613152803229","4.39914785618222","2.60047604555287","4.60000000000198","3.90000000000011","3.38264871401167","9.31715557653585","7.2224360086321","-1.47779037455827","3.41070620413235","2.32126647646751","1.67420714931701","5.54386592809534","2.84589011430658","1.52789390961543","-5.28417714947457","-2.09411353414293","-3.33949441020565","-4.8345401709793","-2.51115443098975","",
"Bolivia","BOL","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","2.07998366981974","5.57022468401642","6.42070122102028","4.79455973062788","5.62501856960085","6.4972957894456","6.90886779316999","-12.1690278774982","3.0960131437861","-0.494821089404311","5.06333643455241","7.96748521281012","5.73916152301213","2.93956781590916","7.31101772689942","4.61456748557387","4.97121565455376","2.05269457150823","0.133344043698173","-1.37177290765878","0.275616374209847","-3.93873792752328","-4.04212139982373","-0.200671850875395","-1.67638751669146","-2.57387737905526","2.46347955873563","2.90950543530157","3.79012839888273","4.63578790245245","5.26652207279878","1.64650004115683","4.26929533323748","4.6672662675528","4.6782769046531","4.3613403108683","4.95420877614612","5.0293546362004","0.426885363578648","2.50781098812674","1.68379903413391","2.48556581527659","2.71133983214789","4.17329556102078","4.42143309990637","4.79700886916687","4.56438426887887","6.14849787462165","3.35699957430562","4.12672259105675","5.17393042081018","5.17643097805396","6.77560100947443","5.3990854292247",
"Brazil","BRA","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","10.2759115543009","5.21605942017888","0.87467259240843","3.48558230427724","3.0534878936691","4.15036023303344","4.91526567501121","11.4272823832673","9.7358268899127","8.76994747172606","11.2950868433503","12.0528022500388","13.9786916510758","9.04212031316958","5.20907590114406","9.79041016147607","4.60631806113791","3.23170956333544","6.76628496532688","9.11096015517153","-4.39335720034832","0.580245553394249","-3.40979347371643","5.26914314976869","7.94586174871282","7.98829510486232","3.59962946680903","-0.102672718383658","3.27945885796419","-3.10235594875041","1.51193723789993","-0.466913209800552","4.66516898877852","5.33455170247368","4.41673135388506","2.19005943322573","3.38828000897225","0.354845946043383","0.490423083557715","4.38302453253021","1.27902466530881","3.07172489105554","1.22320541938372","5.6606735304683","3.14890004348749","3.99932427622596","6.00580182696642","5.01931601343728","-0.235978102299356","7.57206715522901","3.91638218841442","1.76248880506849","2.74369664950311","0.144707354149404",
"Barbados","BRB","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","7.69652979830472","9.06075859876711","-5.07842107458586","5.00487574733846","11.4348434975811","4.00337126000842","10.6361361426256","6.92182131752112","7.51840479433301","9.50940299458426","3.91272243606238","1.27380067189249","1.34070042446109","-4.65084124386253","4.00514929457192","-0.0825283968629975","4.37715972480264","6.13213319764174","7.66649701789264","4.73168672984879","-3.206614983348","-5.00910746812386","0.179773729626078","3.36164217302004","0.509259259259267","9.4311414094887","1.02072689396688","6.25","5.0392156862745","-4.8067918611163","-2.91205324719512","-4.97879539486974","0.988418781623352","3.9748162492107","1.49013303158235","1.83401551907403","6.39472711535811","4.11236353006589","2.59265631305638","2.30000000000001","-2.55018435067666","0.672622175516821","1.97306608204939","1.43325143325622","3.99677028663383","5.70652558257588","1.6709466044254","0.343148126883193","-4.13967050251597","0.25347034296604","0.758503890223722","0.00928790084648767","-15.2624639315129","0.207468879668056",
"Brunei Darussalam","BRN","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","0.35546341121389","20.1553934938683","10.9166972285973","6.77583495588348","22.562428041101","-6.99670269029376","-19.8267157133985","3.95665493813739","0.501465635725225","0.599876987484421","-1.49074920766844","-2.71546999069662","2.00912967107026","1.09736680181707","-1.07417796030384","1.08942029566677","3.14594113863531","4.75858079756715","0.3045732998022","3.14539738052882","4.4787071893717","2.87831797361153","-1.47117172940997","-0.55850869758018","3.05215668833274","2.84942175923445","2.74404081619319","3.87209724928053","2.90395513321562","0.504318384367394","0.387506908960702","4.39772015924093","0.154581460251663","-1.93971450739596","-1.76453572461672","2.59896591145292","3.42981847698817","0.948354661791598","-1.75196054652761","5.30000000000001",
"Bhutan","BTN","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","13.9077290356395","3.41394147506642","11.3107136184646","4.48210512922354","4.21177503633371","11.7305766311607","28.6962653616001","4.98728969866839","7.43262644625808","10.8764346909591","-0.407876088864356","4.60089143184629","1.9863665899687","4.95150367020483","7.07411727794513","5.56517286212046","5.37383851914481","5.91403083461985","7.98397202183317","6.93302423977509","8.20377386131203","10.7278406117878","7.66433404214091","5.89640819205567","7.12255964997142","6.84936593196244","17.9258249448258","4.76835422559799","6.65722379603399","11.7308543603364","7.89091389329108","5.07170981496215","2.04454109469351","6.25618388005176",
"Botswana","BWA","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","6.34328371864589","6.66666781380381","5.92104509641625","6.83230092720848","5.81395506314593","6.34401909331027","5.92455994292432","10.5670565011298","15.1234047073397","17.1202676706414","25.8211072190911","26.3619409474338","21.3031840927794","8.7977952167173","8.4462503762287","10.6473767108427","12.0120400916206","14.3328015877977","12.1485889229532","11.9869013810389","9.06485746505908","12.165531856787","13.1467290492182","8.54538363956856","7.12527126928724","8.17292433266488","11.8819281351081","19.4499695089935","13.0594058880328","6.77282194932553","7.45870911231879","2.91707030692545","1.91610714170143","3.62791602093857","7.03041026074564","5.82980007842275","8.02654902640241","0.721993155129837","9.66724074151198","1.98769585438754","0.250573866722718","6.06953086765016","4.62589479191556","2.70582173663567","4.55664565732845","7.95953106301019","8.68234066668524","6.24530284150435","-7.65217056885699","8.56325712893774","6.04854926265624","4.8313869803758","9.32243422267966","4.42106381206769",
"Central African Republic","CAF","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","4.95345274209991","-3.71364012897935","-0.707243873739799","2.080361135727","0.947568971755388","0.644999279352177","4.67651462091024","1.40419674702991","7.09140650691565","2.33296604432935","1.13012702290082","-0.000782878124567787","1.88876890789508","6.33914056241755","0.40500386776867","5.43244263686691","3.80628106603919","1.20922347198793","-2.46507127121488","-4.47859982996428","-1.54450745921812","7.71572461660202","-8.12644775451494","9.4815550606323","3.92727881417341","3.57796682606524","-4.93903317311116","1.71027295696166","1.97731458927026","-2.14764243654983","-0.552426922206379","-6.42409438781195","0.33514580080795","4.89999908850116","7.20000231712439","-4.00000135093532","5.30000263854558","4.69999386093384","3.60000293573015","-2.48945009948959","4.46478264136225","3.61648801657633","-5.39746923460588","5.99499172207088","0.908086101554332","3.63931119347679","4.60756198313561","2.05412656187241","1.70922096714969","3.04665685156193","3.3007397066734","4.1127562147026","-36.0470788488193","1.01032912916968",
"Canada","CAN","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","3.16329168371287","7.11677926679131","5.18177608227349","6.69945668193699","6.63654513889813","6.58496540750694","2.91531036036223","5.29534186352817","5.26000082594564","7.65830168088503","4.11765069169961","5.44586296437117","6.96419497285794","3.69099303807165","1.82297394507698","5.1993131472659","3.4582179867992","3.95359821036836","3.80492127237993","2.16261157263607","3.50311852037999","-3.02025881668104","2.56606512050593","5.5718580709817","4.67924589798263","2.19816306484735","4.04227789964354","4.73765171553455","2.37548503636202","0.128983847096052","-2.12024483352197","0.854369659101152","2.60737116668767","4.55400930136669","2.73849606505485","1.67960929754342","4.2533428904334","4.13818547686098","4.99725552239632","5.12312497613398","1.68837360013423","2.80186567653693","1.92532140709557","3.13878677545101","3.16313012283543","2.62177910413905","2.00831569783621","1.1754233902368","-2.71146728162502","3.37424855472442","2.96010266033507","1.92286499418768","2.00350816224805","2.53177022484232",
